"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,
Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"4,889",9.452,0.00945
ECOLOGY LETTERS,"27,777",9.449,0.05894
APPLIED CATALYSIS B-ENVIRONMENTAL,"47,718",9.446,0.06378
Journal of Statistical Software,"10,301",9.436,0.0328
FRONTIERS IN NEUROENDOCRINOLOGY,"3,516",9.425,0.00659
Annual Review of Microbiology,"9,437",9.415,0.01188
GENES & DEVELOPMENT,"57,493",9.413,0.10512
ACADEMY OF MANAGEMENT REVIEW,"27,906",9.408,0.01279
MASS SPECTROMETRY REVIEWS,"3,737",9.373,0.00481
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"4,927",9.361,0.00779
Journal of Physical Chemistry Letters,"33,159",9.353,0.12666
Bone Research,592,9.326,0.00153
CURRENT OPINION IN BIOTECHNOLOGY,"13,407",9.294,0.02836
EMBO Molecular Medicine,"5,352",9.249,0.02422
PROCEEDINGS OF THE IEEE,"30,230",9.237,0.03172
DEVELOPMENTAL CELL,"25,598",9.174,0.07613
NPG Asia Materials,"2,632",9.157,0.0081
SEMINARS IN CANCER BIOLOGY,"5,835",9.141,0.01236
GREEN CHEMISTRY,"34,042",9.125,0.05743
CANCER RESEARCH,"139,655",9.122,0.14912
npj Quantum Information,121,9.111,0.0006
Annual Review of Nutrition,"4,960",9.054,0.00477
Advanced Science,"1,550",9.034,0.0043
AMERICAN JOURNAL OF HUMAN GENETICS,"33,926",9.025,0.07314
FISH AND FISHERIES,"3,367",9.013,0.00673
ANNALS OF SURGERY,"48,707",8.98,0.07091
IEEE WIRELESS COMMUNICATIONS,"5,479",8.972,0.01814
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"35,795",8.966,0.05421
PSYCHOTHERAPY AND PSYCHOSOMATICS,"3,245",8.964,0.00507
PSYCHOTHERAPY AND PSYCHOSOMATICS,"3,245",8.964,0.00507
AUTOIMMUNITY REVIEWS,"7,670",8.961,0.01928
SLEEP MEDICINE REVIEWS,"4,980",8.958,0.00971
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"24,547",8.955,0.06493
SYSTEMATIC BIOLOGY,"14,988",8.917,0.02672
CLINICAL PSYCHOLOGY REVIEW,"12,528",8.897,0.02021
Journal of Materials Chemistry A,"67,521",8.867,0.18507
CURRENT BIOLOGY,"52,274",8.851,0.13465
National Science Review,512,8.843,0.00275
JACC-Cardiovascular Interventions,"8,512",8.841,0.03508
Molecular Plant,"6,040",8.827,0.0201
Cold Spring Harbor Perspectives in Biology,"11,216",8.769,0.05616
Theranostics,"4,091",8.766,0.01264
MEDICINAL RESEARCH REVIEWS,"3,939",8.763,0.00545
ECOLOGICAL MONOGRAPHS,"10,304",8.759,0.00799
Annual Review of Genetics,"7,482",8.745,0.01695
PLANT CELL,"49,690",8.726,0.07476
DIABETES,"54,142",8.684,0.08485
Chemical Science,"28,154",8.668,0.11253
Soft Robotics,356,8.649,0.00149
Small,"35,042",8.643,0.07909
PROGRESS IN SURFACE SCIENCE,"1,874",8.619,0.00182
INTERNATIONAL MATERIALS REVIEWS,"3,551",8.605,0.00405
Autophagy,"12,494",8.593,0.03237
CANCER TREATMENT REVIEWS,"7,122",8.589,0.01441
Particle and Fibre Toxicology,"3,642",8.577,0.00782
EMBO REPORTS,"11,985",8.568,0.03275
GLOBAL CHANGE BIOLOGY,"31,762",8.502,0.07559
Microbiome,"1,396",8.496,0.00721
JACC-Heart Failure,"2,047",8.493,0.01219
PHYSICAL REVIEW LETTERS,"427,669",8.462,0.74587
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"12,038",8.442,0.01905
Laser & Photonics Reviews,"4,571",8.434,0.01421
Cell Systems,394,8.406,0.00225
BIOMATERIALS,"100,214",8.402,0.12843
KIDNEY INTERNATIONAL,"41,438",8.395,0.05506
CURRENT OPINION IN IMMUNOLOGY,"9,083",8.384,0.02348
CELL DEATH AND DIFFERENTIATION,"17,711",8.339,0.034
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,"43,649",8.329,0.06487
NEUROLOGY,"81,843",8.32,0.11484
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"20,452",8.299,0.04714
Cancer Immunology Research,"2,936",8.284,0.01396
Cell Reports,"20,705",8.282,0.15837
THORAX,"21,198",8.272,0.03037
GENETICS IN MEDICINE,"7,416",8.229,0.02768
ASTRONOMY AND ASTROPHYSICS REVIEW,"1,411",8.222,0.00457
EMERGING INFECTIOUS DISEASES,"28,052",8.222,0.07422
INTERNATIONAL JOURNAL OF COMPUTER VISION,"16,093",8.222,0.02404
CLINICAL INFECTIOUS DISEASES,"58,143",8.216,0.11903
OPHTHALMOLOGY,"36,581",8.204,0.05831
ALDRICHIMICA ACTA,862,8.182,0.00166
PROGRESS IN CARDIOVASCULAR DISEASES,"3,544",8.177,0.00769
METABOLIC ENGINEERING,"5,665",8.142,0.01542
BMC Medicine,"9,765",8.097,0.03933
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,"16,921",8.085,0.04254
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"48,590",8.05,0.08973
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"8,134",8.039,0.01784
CLINICAL CHEMISTRY,"27,811",8.008,0.02602
JOURNAL OF INTERNAL MEDICINE,"9,903",7.98,0.01747
JAMA Surgery,"3,379",7.956,0.01911
JOURNAL OF CELL BIOLOGY,"67,863",7.955,0.09215
ACS Central Science,604,7.939,0.00238
Applied Mechanics Reviews,"3,435",7.921,0.00237
CURRENT OPINION IN CHEMICAL BIOLOGY,"9,840",7.889,0.02081
Obesity Reviews,"9,124",7.883,0.0249
Liver Cancer,565,7.854,0.00161
JOURNAL OF CONTROLLED RELEASE,"42,402",7.786,0.05699
NEURO-ONCOLOGY,"8,326",7.786,0.02424
BIOSENSORS & BIOELECTRONICS,"41,829",7.78,0.06439
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"19,327",7.738,0.04626
Nature Reviews Urology,"2,439",7.735,0.00771
JOURNAL OF MANAGEMENT,"16,286",7.733,0.02261
Optica,"2,364",7.727,0.01217
eLife,"15,730",7.725,0.1303
OncoImmunology,"4,157",7.719,0.01542
HAEMATOLOGICA,"15,075",7.702,0.04038
IEEE TRANSACTIONS ON FUZZY SYSTEMS,"11,648",7.671,0.01761
Annual Review of Organizational Psychology and Organizational Behavior,362,7.644,0.00211
JOURNAL OF AUTOIMMUNITY,"5,472",7.641,0.01313
PSYCHOLOGICAL REVIEW,"25,352",7.638,0.01119
PSYCHOLOGICAL REVIEW,"25,352",7.638,0.01119
AMERICAN JOURNAL OF KIDNEY DISEASES,"21,660",7.623,0.03259
EXERCISE IMMUNOLOGY REVIEW,827,7.6,0.00182
IEEE Internet of Things Journal,934,7.596,0.00262
Annual Review of Genomics and Human Genetics,"2,377",7.579,0.00647
SCHIZOPHRENIA BULLETIN,"15,093",7.575,0.03025
SCHIZOPHRENIA BULLETIN,"15,093",7.575,0.03025
ONCOGENE,"65,039",7.519,0.07999
PERSOONIA,"1,387",7.511,0.0035
ACS Applied Materials & Interfaces,"84,383",7.504,0.21632
SPACE SCIENCE REVIEWS,"9,379",7.497,0.02367
Mucosal Immunology,"4,898",7.478,0.0212
AGEING RESEARCH REVIEWS,"4,198",7.452,0.01132
PLANT BIOTECHNOLOGY JOURNAL,"5,968",7.443,0.0141
Annual Review of Analytical Chemistry,"1,964",7.435,0.00499
ACADEMY OF MANAGEMENT JOURNAL,"30,777",7.417,0.02758
MATRIX BIOLOGY,"4,439",7.4,0.00773
Clinical Gastroenterology and Hepatology,"14,353",7.398,0.04212
NEUROSCIENTIST,"4,325",7.391,0.00986
IEEE Transactions on Cybernetics,"5,553",7.384,0.01926
Nanoscale,"62,577",7.367,0.18101
ALLERGY,"16,206",7.361,0.02505
Perspectives on Psychological Science,"6,379",7.359,0.02852
CURRENT OPINION IN PLANT BIOLOGY,"12,118",7.357,0.0225
Nano Research,"9,155",7.354,0.02209
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,"27,955",7.349,0.03462
Stem Cell Reports,"3,299",7.338,0.02045
Molecular Ecology Resources,"8,647",7.332,0.01987
NEW PHYTOLOGIST,"42,370",7.33,0.0732
Annual Review of Food Science and Technology,"1,080",7.31,0.00328
BIOINFORMATICS,"83,508",7.307,0.18325
RADIOLOGY,"50,983",7.296,0.066
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,"18,259",7.286,0.0348
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"18,202",7.281,0.03799
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,"14,019",7.277,0.02485
MIS QUARTERLY,"14,561",7.268,0.01246
MIS QUARTERLY,"14,561",7.268,0.01246
CLINICAL PHARMACOLOGY & THERAPEUTICS,"15,513",7.266,0.02521
Health Psychology Review,"1,084",7.241,0.00374
IEEE NETWORK,"3,014",7.23,0.00888
ChemSusChem,"16,392",7.226,0.04191
EUROPEAN JOURNAL OF EPIDEMIOLOGY,"6,462",7.226,0.01586
ADVANCES IN COLLOID AND INTERFACE SCIENCE,"11,405",7.223,0.01443
Eurosurveillance,"7,773",7.202,0.03171
APPLIED ENERGY,"48,306",7.182,0.08843
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"43,605",7.168,0.08315
EPIDEMIOLOGIC REVIEWS,"3,282",7.16,0.00379
IEEE TRANSACTIONS ON POWER ELECTRONICS,"36,425",7.151,0.06106
Lancet Haematology,571,7.123,0.00267
JOURNAL OF HEART AND LUNG TRANSPLANTATION,"9,754",7.114,0.02389
ENVIRONMENT INTERNATIONAL,"17,043",7.088,0.02637
MOVEMENT DISORDERS,"23,012",7.072,0.03649
Genome Medicine,"3,161",7.071,0.01593
Clinical Epidemiology,"1,625",7.056,0.00784
EARTH-SCIENCE REVIEWS,"11,908",7.051,0.0244
CRITICAL CARE MEDICINE,"38,568",7.05,0.06244
Conservation Letters,"2,420",7.02,0.00904
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,"24,970",7.002,0.03323
Oceanography and Marine Biology,"2,190",7,0.00111
EUROPEAN JOURNAL OF HEART FAILURE,"9,839",6.968,0.02651
GONDWANA RESEARCH,"9,488",6.959,0.0269
mBio,"10,112",6.956,0.05378
JOURNAL OF INFORMATION TECHNOLOGY,"2,515",6.953,0.00284
JOURNAL OF INFORMATION TECHNOLOGY,"2,515",6.953,0.00284
Comprehensive Physiology,"2,641",6.949,0.01226
WATER RESEARCH,"73,010",6.942,0.0761
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,434",6.938,0.00596
2D Materials,"1,260",6.937,0.00616
CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,440",6.932,0.02576
AMERICAN JOURNAL OF CLINICAL NUTRITION,"55,960",6.926,0.06065
Arthritis & Rheumatology,"5,357",6.918,0.02567
JOURNAL OF PATHOLOGY,"16,079",6.894,0.02692
Advanced Optical Materials,"3,535",6.875,0.01359
GigaScience,"1,145",6.871,0.00759
HYPERTENSION,"35,554",6.857,0.04875
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,"11,343",6.852,0.01864
JOURNAL OF SERVICE RESEARCH,"3,888",6.847,0.00347
JOURNAL OF CATALYSIS,"44,018",6.844,0.03341
SPORTS MEDICINE,"11,353",6.832,0.01624
Science Signaling,"9,495",6.83,0.03996
CRITICAL REVIEWS IN PLANT SCIENCES,"3,081",6.825,0.00271
Circulation-Cardiovascular Imaging,"4,472",6.803,0.01908
Advances in Catalysis,"1,471",6.8,0.00043
Molecular Metabolism,"1,626",6.799,0.0088
CYTOKINE & GROWTH FACTOR REVIEWS,"5,514",6.794,0.00844
ACTA PSYCHIATRICA SCANDINAVICA,"12,783",6.79,0.01278
ACTA PSYCHIATRICA SCANDINAVICA,"12,783",6.79,0.01278
CANADIAN MEDICAL ASSOCIATION JOURNAL,"13,176",6.784,0.01854
Molecular Neurodegeneration,"2,946",6.78,0.00952
BMC BIOLOGY,"4,588",6.779,0.0161
IEEE Transactions on Industrial Informatics,"6,837",6.764,0.02203
ACS Photonics,"3,354",6.756,0.01528
Geochemical Perspectives,108,6.75,0.00072
ACM COMPUTING SURVEYS,"6,629",6.748,0.01143
CHEMISTRY & BIOLOGY,"12,705",6.743,0.02925
PROGRESS IN PHOTOVOLTAICS,"7,971",6.726,0.01639
DIABETES OBESITY & METABOLISM,"8,333",6.715,0.02329
AGING CELL,"7,200",6.714,0.02034
Earth System Science Data,935,6.696,0.00579
MOLECULAR THERAPY,"15,093",6.688,0.03236
MAYO CLINIC PROCEEDINGS,"12,492",6.686,0.02462
AMERICAN PSYCHOLOGIST,"21,085",6.681,0.01168
CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,"1,301",6.667,0.00065
QUARTERLY JOURNAL OF ECONOMICS,"20,930",6.662,0.05107
JOURNAL OF NUCLEAR MEDICINE,"24,977",6.646,0.03746
IEEE Transactions on Smart Grid,"11,251",6.645,0.03454
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"3,355",6.639,0.00755
CURRENT OPINION IN MICROBIOLOGY,"9,036",6.635,0.01979
BRAIN PATHOLOGY,"4,580",6.624,0.00844
